condition,phase,method,target_name,target_surface,target_token_id,target_tier,ant_L7,spider_L7,ant_L22,spider_L22,p_six,p_eight,p_four,log_p_six_minus_log_p_eight,output_kl_from_clean,top_token,top_token_id,causal_flip,strong_reproduction,semantic_coherence,all_coordinate_signs_valid,total_residual_delta_norm,total_normalized_residual_delta_norm,L7_P16_delta_norm,L22_P16_delta_norm,L22_P21_delta_norm,L7_P16_sae_cosine,L22_P16_sae_cosine,L22_P21_sae_cosine
secondary_grid_overdrive_ant_insects_a2_s0.5,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,0.5,2.0,0.5,0.002912899712100625,0.7127630114555359,0.2622109055519104,-5.499999933231305,2.6833865642547607, Eight,38923,False,False,False,True,106357.6910102285,3.250181039136403,22422.626953125,101225.21875,23720.01953125,0.007429464254528284,0.004441604018211365,0.0882498249411583
secondary_grid_overdrive_ant_insects_a2_s1,secondary_grid_overdrive_ant,additive,insects, insects,30348,insect_surrogate,2.0,1.0,2.0,1.0,0.0015584781067445874,0.48965924978256226,0.48965924978256226,-5.749999968107785,5.014299392700195, Eight,38923,False,False,False,True,124632.8343100754,3.822462757730926,26456.974609375,112171.0390625,47445.01953125,0.00696788914501667,0.007257930934429169,0.08857765048742294
secondary_grid_insect_a0_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.0,0.0,0.0,1.1253320053583593e-07,0.999982476234436,1.6701407730579376e-05,-16.000000019046855,0.0, Eight,38923,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
secondary_grid_insect_a0_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.03125,0.0,0.03125,4.139516462942083e-08,0.9998981952667236,9.610186680220068e-05,-16.999999949411443,0.00013139063958078623, Eight,38923,False,False,True,True,2116.7901177640283,0.05413174989367014,291.9834899902344,1481.8311767578125,1483.1461181640625,0.0037068859674036503,0.015526523813605309,0.08842331171035767
secondary_grid_insect_a0_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.0625,0.0,0.0625,0.00018051608640234917,0.887194812297821,0.0028237467631697655,-8.499999972581906,2.0595524311065674, Eight,38923,False,False,False,True,4233.337347152252,0.10825373943708186,583.8737182617188,2964.56640625,2965.060302734375,0.003744368674233556,0.01567254215478897,0.08809606730937958
secondary_grid_insect_a0_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.125,0.0,0.125,3.925676139715506e-07,0.9994431138038635,0.0005527763860300183,-14.750000008349325,0.001411450793966651, Eight,38923,False,False,True,True,8464.89776574022,0.21648444826258004,1167.879638671875,5927.08984375,5929.60009765625,0.00385106448084116,0.015556316822767258,0.09089231491088867
secondary_grid_insect_a0_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.25,0.0,0.25,2.817226913975901e-06,0.970680832862854,0.029312020167708397,-12.749999956527367,0.19012948870658875, Eight,38923,False,False,False,True,16927.39753434684,0.4329264541412217,2335.746337890625,11851.6650390625,11858.29296875,0.003829285269603133,0.015555259771645069,0.08828084170818329
secondary_grid_insect_a0_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,0.5,0.0,0.5,2.4906854378059506e-05,0.9045048952102661,0.09533411264419556,-10.499999954048645,0.7356247901916504, Eight,38923,False,False,False,True,33866.73657435039,0.8660698668061573,4671.6513671875,23718.541015625,23718.396484375,0.0037288516759872437,0.01551924180239439,0.0882735624909401
secondary_grid_insect_a0_s1,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0,1.0,0.0,1.0,5.386632983572781e-05,0.43648338317871094,0.5604557394981384,-8.999999980868346,5.527212619781494, Four,13038,False,False,False,True,67733.97555923686,1.7320817084211715,9342.1787109375,47412.59765625,47462.203125,0.0037053818814456463,0.015594309195876122,0.08821355551481247
secondary_grid_insect_a0.03125_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.0,0.03125,0.0,1.0676847068680217e-06,0.9999818801879883,1.670139863563236e-05,-13.74999995932396,1.515712483524112e-06, Eight,38923,False,False,True,True,1511.7126397467805,0.044217716452836876,292.10369873046875,1483.2230224609375,0.0,0.0038879266940057278,-0.00030216388404369354,0.0
secondary_grid_insect_a0.03125_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.03125,0.03125,0.03125,1.8545865998476074e-07,0.9995661377906799,0.00043055566493421793,-15.499999880605532,0.0010050325654447079, Eight,38923,False,False,True,True,2219.309581676441,0.05728708001165243,315.022705078125,1621.6983642578125,1481.954833984375,0.007238165475428104,0.013436883687973022,0.08854690194129944
secondary_grid_insect_a0.03125_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.0625,0.03125,0.0625,0.00012163456995040178,0.9856151342391968,0.005172033794224262,-9.000000005515897,0.1698141247034073, Eight,38923,False,False,True,True,4066.3265759255137,0.10234714864579846,532.8106079101562,2732.040283203125,2964.301025390625,0.006432239897549152,0.016498472541570663,0.08816365152597427
secondary_grid_insect_a0.03125_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.125,0.03125,0.125,6.475557370322349e-07,0.99993896484375,5.829110523336567e-05,-14.249999929699785,3.703536276589148e-05, Eight,38923,False,False,True,False,8162.9218438148255,0.20600791938713353,1079.18310546875,5504.97265625,5929.91845703125,0.005146726034581661,0.016470184549689293,0.08842397481203079
secondary_grid_insect_a0.03125_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.25,0.03125,0.25,7.657955393369775e-06,0.970673143863678,0.02931179106235504,-11.7500000443474,0.19016633927822113, Eight,38923,False,False,False,False,16563.83195117627,0.42035242148750684,2229.9765625,11348.57421875,11857.3857421875,0.004501414019614458,0.016124863177537918,0.0896640196442604
secondary_grid_insect_a0.03125_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,0.5,0.03125,0.5,2.6226103727822192e-05,0.9524140954017639,0.04741790518164635,-10.499999953107547,0.33248430490493774, Eight,38923,False,False,False,False,33461.76997483406,0.8522756159125232,4557.6533203125,23160.060546875,23717.703125,0.004096693824976683,0.015877604484558105,0.08825350552797318
secondary_grid_insect_a0.03125_s1,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.03125,1.0,0.03125,1.0,2.3987733584363014e-05,0.6784340739250183,0.32046958804130554,-10.249999990052746,2.913315534591675, Eight,38923,False,False,False,False,67299.26199727374,1.7175687639512605,9224.9091796875,46821.1171875,47453.921875,0.003953989129513502,0.01574227213859558,0.08822595328092575
secondary_grid_insect_a0.0625_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.0,0.0625,0.0,2.9022687613178277e-06,0.9999821186065674,1.300706480833469e-05,-12.749999913791399,1.483937830926152e-05, Eight,38923,False,False,True,True,3020.4523204460256,0.08837419139607006,583.9864501953125,2963.45947265625,0.0,0.0038326752837747335,-0.0006553763523697853,0.0
secondary_grid_insect_a0.0625_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.03125,0.0625,0.03125,0.0006232325104065239,0.8775767683982849,0.11876709759235382,-7.25000005576273,0.9914265871047974, Eight,38923,False,False,False,True,3153.2518546354945,0.08687126553089997,532.9413452148438,2731.562255859375,1482.40966796875,0.006329711526632309,0.0076145026832818985,0.08816315233707428
secondary_grid_insect_a0.0625_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.0625,0.0625,0.0625,0.00012122230691602454,0.9822745323181152,0.014011393301188946,-9.000000005582214,0.13440169394016266, Eight,38923,False,False,False,True,4438.495041428402,0.11457734493689187,630.13330078125,3242.58984375,2964.587890625,0.007097399793565273,0.013655171729624271,0.08823931962251663
secondary_grid_insect_a0.0625_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.125,0.0625,0.125,2.902135520344018e-06,0.9999362230300903,5.829094516229816e-05,-12.749999926641953,4.336655547376722e-05, Eight,38923,False,False,True,True,8132.622451638896,0.2047013336150786,1065.75341796875,5465.4111328125,5927.3095703125,0.006145135965198278,0.01660074107348919,0.0883018895983696
secondary_grid_insect_a0.0625_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.25,0.0625,0.25,1.004305431706598e-05,0.9914079308509827,0.008577359840273857,-11.50000008133773,0.04506751894950867, Eight,38923,False,False,True,False,16322.216392962493,0.4119369603551746,2158.106201171875,11007.650390625,11857.021484375,0.005159026477485895,0.01649443805217743,0.08832361549139023
secondary_grid_insect_a0.0625_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,0.5,0.0625,0.5,3.367457611602731e-05,0.9524025917053223,0.047417331486940384,-10.249999980107434,0.33256709575653076, Eight,38923,False,False,False,False,33125.79970521692,0.8406768722887954,4460.033203125,22695.056640625,23714.154296875,0.004401502665132284,0.015152412466704845,0.08828195184469223
secondary_grid_insect_a0.0625_s1,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.0625,1.0,0.0625,1.0,5.3928932175040245e-05,0.4369906485080719,0.5611070990562439,-8.999999965603841,5.51512336730957, Four,13038,False,False,False,False,66945.11002248412,1.7048241755029752,9113.548828125,46326.67578125,47459.7734375,0.00407648179680109,0.015889503061771393,0.0885692909359932
secondary_grid_insect_a0.125_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.0,0.125,0.0,3.726383511093445e-06,0.9999276399612427,3.5354943975107744e-05,-12.500000000058304,0.0003369961050339043, Eight,38923,False,False,True,True,6041.258457089383,0.17677134435432623,1168.214599609375,5927.23193359375,0.0,0.0038414569571614265,-0.0006172587163746357,0.0
secondary_grid_insect_a0.125_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.03125,0.125,0.03125,2.253454340461758e-06,0.7764319181442261,0.22245147824287415,-12.749999938536941,1.9325945377349854, Eight,38923,False,False,False,False,5801.297155036798,0.16667547158971813,1079.1329345703125,5503.72216796875,1483.0924072265625,0.005194237921386957,0.003482018131762743,0.08819125592708588
secondary_grid_insect_a0.125_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.0625,0.125,0.0625,8.816686022328213e-05,0.9173378348350525,0.07529968023300171,-9.249999938538554,0.6762517094612122, Eight,38923,False,False,False,True,6307.5581868262625,0.17373941051288128,1065.5845947265625,5463.201171875,2967.027587890625,0.006283776834607124,0.007708932738751173,0.09341829270124435
secondary_grid_insect_a0.125_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.125,0.125,0.125,5.827841960126534e-05,0.999721348285675,0.0002034116769209504,-9.75000000380276,0.0007503639790229499, Eight,38923,False,False,True,True,8880.68177054733,0.22920576667202994,1260.060302734375,6488.98486328125,5930.58447265625,0.007028484717011452,0.013583925552666187,0.08824173361063004
secondary_grid_insect_a0.125_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.25,0.125,0.25,0.00026035576593130827,0.9965445399284363,0.0031717829406261444,-8.250000087792364,0.015416371636092663, Eight,38923,False,False,True,True,16261.3673209619,0.40933590764927613,2131.53662109375,10927.1572265625,11852.6728515625,0.006253015249967575,0.016499420627951622,0.08826134353876114
secondary_grid_insect_a0.125_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,0.5,0.125,0.5,5.6102984672179446e-05,0.9624034762382507,0.03731643036007881,-9.750000041861384,0.2541447579860687, Eight,38923,False,False,False,False,32655.512241133823,0.8241152894549932,4317.01416015625,22022.73828125,23722.244140625,0.005112476646900177,0.016556374728679657,0.088277168571949
secondary_grid_insect_a0.125_s1,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.125,1.0,0.125,1.0,6.508825026685372e-05,0.6772149205207825,0.3198936879634857,-9.249999916191088,2.935847520828247, Eight,38923,False,False,False,False,66274.2563367764,1.6816634755007465,8918.5751953125,45391.67578125,47458.73828125,0.004428797867149115,0.016138190403580666,0.0885503813624382
secondary_grid_insect_a0.25_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.0,0.25,0.0,1.7601639683562098e-06,0.9998964071273804,9.610169945517555e-05,-13.249999991176207,0.00012297643115743995, Eight,38923,False,False,True,True,12082.863893777294,0.3535094288663576,2335.899658203125,11854.921875,0.0,0.0037440864834934473,-0.0006474843248724937,0.0
secondary_grid_insect_a0.25_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.03125,0.25,0.03125,2.2016223510945565e-07,0.9241313338279724,0.07585731893777847,-15.25000004878457,0.5660108327865601, Eight,38923,False,False,False,False,11656.702123717017,0.33932318882466966,2229.835205078125,11345.072265625,1481.848388671875,0.004419652745127678,0.0013804894406348467,0.08827141672372818
secondary_grid_insect_a0.25_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.0625,0.25,0.0625,0.00010753907554317266,0.6786456108093262,0.3205694854259491,-8.750000067228227,2.908719062805176, Eight,38923,False,False,False,False,11605.704282644161,0.33334135648590235,2157.456298828125,11011.095703125,2965.387939453125,0.005087544210255146,0.0034807613119482994,0.08833295106887817
secondary_grid_insect_a0.25_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.125,0.25,0.125,0.00012046917981933802,0.9761718511581421,0.022957362234592438,-8.999999975819703,0.15359707176685333, Eight,38923,False,False,False,True,12607.584807672507,0.347349935687332,2131.06005859375,10920.9228515625,5928.171875,0.006232840940356255,0.0077632516622543335,0.08822744339704514
secondary_grid_insect_a0.25_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.25,0.25,0.25,0.0009068704675883055,0.9945042133331299,0.004064311273396015,-6.999999988110933,0.03216726332902908, Eight,38923,False,False,True,True,17758.376306672526,0.4584086950460907,2520.92333984375,12978.2919921875,11856.171875,0.0069828275591135025,0.011763451620936394,0.08956851065158844
secondary_grid_insect_a0.25_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,0.5,0.25,0.5,0.00019957082986366004,0.9808444976806641,0.017964795231819153,-8.500000001666022,0.12233837693929672, Eight,38923,False,False,False,True,32538.26723644985,0.8189557423485707,4263.24169921875,21856.322265625,23724.771484375,0.006185617763549089,0.01647464744746685,0.08893543481826782
secondary_grid_insect_a0.25_s1,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.25,1.0,0.25,1.0,0.00012275805056560785,0.7746878266334534,0.22195178270339966,-8.7500000732642,1.9626039266586304, Eight,38923,False,False,False,False,65316.73800696354,1.648274375417495,8633.04296875,44034.1796875,47463.015625,0.005064512602984905,0.016556348651647568,0.08856574445962906
secondary_grid_insect_a0.5_s0,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.0,0.5,0.0,2.9010354865022236e-06,0.9995571970939636,0.00043055182322859764,-12.74999991942083,0.001059529953636229, Eight,38923,False,False,True,True,24166.148340997053,0.7070558704857473,4672.22021484375,23710.189453125,0.0,0.003755431156605482,-0.0006333002820611,0.0
secondary_grid_insect_a0.5_s0.03125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.03125,0.5,0.03125,4.6744909809603996e-07,0.43780776858329773,0.5621562600135803,-13.750000025766926,5.498724460601807, Four,13038,False,False,False,False,23651.66473289421,0.6908640750273441,4557.08349609375,23161.126953125,1482.0367431640625,0.004005767870694399,0.00030733970925211906,0.08848728239536285
secondary_grid_insect_a0.5_s0.0625,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.0625,0.5,0.0625,2.6218025595881045e-05,0.04740329831838608,0.9521207213401794,-7.499999915991893,10.288360595703125, Four,13038,False,False,False,False,23326.15040380338,0.6788191871166048,4459.36865234375,22703.021484375,2965.82861328125,0.004420085810124874,0.0013195406645536423,0.08839815855026245
secondary_grid_insect_a0.5_s0.125,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.125,0.5,0.125,6.114951247582212e-05,0.18228411674499512,0.8169407248497009,-7.999999940348538,8.521344184875488, Four,13038,False,False,False,False,23207.98495866659,0.6666987498917577,4315.880859375,22018.70703125,5929.6103515625,0.005059308838099241,0.0035054474137723446,0.08827930688858032
secondary_grid_insect_a0.5_s0.25,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.25,0.5,0.25,0.00010737666161730886,0.6776206493377686,0.320085346698761,-8.750000041000991,2.9268088340759277, Eight,38923,False,False,False,True,25215.335438511807,0.6947440437976751,4262.734375,21842.923828125,11854.4892578125,0.006192028522491455,0.007751146797090769,0.0883675292134285
secondary_grid_insect_a0.5_s0.5,secondary_grid,additive,insect, insect,16368,insect_surrogate,0.5,0.5,0.5,0.5,0.0005237905425019562,0.947035551071167,0.04715012386441231,-7.500000035834641,0.41443806886672974, Eight,38923,False,False,False,True,35508.62868060181,0.9166142706681123,5040.80224609375,25937.923828125,23720.81640625,0.006990109570324421,0.013613889925181866,0.08820284157991409
